composition,Eg (eV),Classified,Compound,Number of Elements,Elements+Coeff,At no_sum,At no_wt_avg,At no_maximum,At no_minimum,At wt_sum,At wt_wt_avg,At wt_maximum,At wt_minimum,At Rad_sum,At Rad_wt_avg,At Rad_maximum,At Rad_minimum,Cov Rad_sum,Cov Rad_wt_avg,Cov Rad_maximum,Cov Rad_minimum,Ion Rad_sum,Ion Rad_wt_avg,Ion Rad_maximum,Ion Rad_minimum,No of val e-_sum,No of val e-_wt_avg,No of val e-_maximum,No of val e-_minimum,s e-_sum,s e-_wt_avg,s e-_maximum,s e-_minimum,p e-_sum,p e-_wt_avg,p e-_maximum,p e-_minimum,d e-_sum,d e-_wt_avg,d e-_maximum,d e-_minimum,outer shell e-_sum,outer shell e-_wt_avg,outer shell e-_maximum,outer shell e-_minimum,first IE_sum,first IE_wt_avg,first IE_maximum,first IE_minimum,polarizability_sum,polarizability_wt_avg,polarizability_maximum,polarizability_minimum,MP_sum,MP_wt_avg,MP_maximum,MP_minimum,BP_sum,BP_wt_avg,BP_maximum,BP_minimum,density_sum,density_wt_avg,density_maximum,density_minimum,specific heat_sum,specific heat_wt_avg,specific heat_maximum,specific heat_minimum,heat fusion_sum,heat fusion_wt_avg,heat fusion_maximum,heat fusion_minimum,heat vap_sum,heat vap_wt_avg,heat vap_maximum,heat vap_minimum,ther cond_sum,ther cond_wt_avg,ther cond_maximum,ther cond_minimum
Se3Te,1.87,1,Se3Te,2,"[['Se', '3'], ['Te', 1]]",0.253246753,0.457443697,0.540229885,0.611111111,0.319396648,0.502092918,0.513995596,0.766280424,0.100330761,0.258275439,0.170616114,0.429577465,0.145183175,0.430417495,0.333333333,0.64028777,0.191653787,0.245147874,0.375634518,0.299401198,0.5,0.862068966,0.833333333,1,0.244444444,0.642971246,0.6,0.7,0.362745098,0.657703799,0.724137931,0.666666667,0.285714286,0.435606061,0.625,0.5,0.303030303,0.454545455,0.294117647,1,0.21972279,0.51599675,0.359428571,0.795272267,0.037669823,0.071623838,0.043845747,0.191328286,0.097006898,0.144348075,0.11269544,0.157877551,0.054908789,0.15272027,0.090976827,0.091872153,0.163068275,0.344790282,0.186561765,0.524462335,0.010592431,0.013615536,0.008511242,0.141248721,0.130236401,0.12769789,0.161556152,0.104057855,0.027942336,0.044772416,0.045200609,0.044085929,0.003565512,0.00387505,0.006863342,0.003407536
Al2Se3,3.15,1,Al2Se3,2,"[['Al', '2'], ['Se', '3']]",0.126623377,0.283884177,0.333333333,0.222222222,0.201419197,0.348015134,0.299927955,0.541082778,0.094818082,0.263179403,0.146919431,0.429577465,0.122116689,0.405964215,0.226415094,0.64028777,0.124420402,0.186691312,0.154822335,0.299401198,0.35,0.655172414,0.833333333,0.4,0.155555556,0.499680511,0.4,0.5,0.215686275,0.457447717,0.517241379,0.291666667,0.095238095,0.209090909,0.3125,0,0.212121212,0.345454545,0.294117647,0.4,0.11095963,0.348671128,0.295142857,0.284086112,0.057225196,0.101968289,0.094030639,0.191328286,0.161492588,0.212313254,0.227429352,0.2,0.198070183,0.323993675,0.411188509,0.197117275,0.125892646,0.285041465,0.178422861,0.315890719,0.048011923,0.036309096,0.049861692,0.264073695,0.088184879,0.113104911,0.096205443,0.104057855,0.152525997,0.201857732,0.356272219,0.044085929,0.242502183,0.328849065,0.54645984,0.003407536
Cu0.2Ga1.8S2.8,2.65,1,Cu0.2Ga1.8S2.8,3,"[['Cu', '0.2'], ['Ga', '1.8'], ['S', '2.8']]",0.220779221,0.237691333,0.298850575,0.277777778,0.271059391,0.298125142,0.259275348,0.563111299,0.256890849,0.25725378,0.274881517,0.316901408,0.282225237,0.358846918,0.295597484,0.532374101,0.230293663,0.166782193,0.253807107,0.221556886,0.45,0.639367816,0.833333333,0.2,0.311111111,0.454672524,0.4,0.5,0.333333333,0.410655854,0.413793103,0.416666667,0.19047619,0.14520202,0.3125,0,0.242424242,0.333333333,0.294117647,0,0.31426696,0.385414437,0.351028571,0.285774588,0.10312886,0.088490979,0.088748019,0.136269787,0.23526685,0.121776268,0.337160212,0.123644898,0.33396876,0.266162686,0.435722321,0.146624171,0.307859164,0.281848747,0.379182492,0.229095144,0.060520573,0.037358846,0.035747216,0.315250768,0.114574984,0.051463027,0.118627827,0.030333467,0.278024968,0.173040666,0.36515998,0.016133207,0.441978256,0.096378346,0.930224591,0.001307411
NaLa2TaO6,4.5,1,NaLa2TaO6,4,"[['Na', 1], ['La', '2'], ['Ta', 1], ['O', '6']]",0.457792208,0.27042995,0.781609195,0.12962963,0.497951448,0.346172316,0.748782996,0.493502457,0.549062845,0.252390682,0.535545024,0.042253521,0.621438263,0.371371769,0.767295597,0.251798561,0.601391036,0.584421853,0.593908629,0.383233533,0.45,0.24137931,0.666666667,0,0.577777778,0.422523962,0.8,0.3,0.558823529,0.37106274,0.793103448,0.166666667,0.419047619,0.226515152,0.71875,0,0.272727273,0.3,0.294117647,0,0.51245929,0.581881955,0.650380952,0.168988321,0.452449568,0.208911974,0.500792393,0.019270475,0.568749587,0.201176701,0.828747633,0.022187755,0.647036529,0.289730389,0.968378642,0.014673896,0.419036033,0.215275517,0.676704648,0.000145299,0.115026348,0.051242701,0.0729839,0.078812692,0.267119656,0.076918159,0.338827137,0,0.619389286,0.252435171,0.918740477,0.005107411,0.07211117,0.028921118,0.132459078,0.000117874
MoO3,3.7,1,MoO3,2,"[['Mo', 1], ['O', '3']]",0.136363636,0.161450717,0.425287356,0.12962963,0.208451827,0.244284388,0.374657982,0.493502457,0.113561191,0.13812832,0.488151659,0.042253521,0.093622795,0.212723658,0.433962264,0.251798561,0.2812983,0.581202506,0.593908629,0.389221557,0.3,0.344827586,0.833333333,0.2,0.133333333,0.284744409,0.5,0.3,0.205882353,0.265044814,0.586206897,0.166666667,0.142857143,0.130681818,0.46875,0,0.151515152,0.340909091,0.294117647,0,0.23221995,0.72116265,0.650380952,0.435064021,0.067517497,0.062602515,0.173269942,0.019270475,0.3400502,0.24379006,0.731739117,0.022187755,0.282298013,0.248585933,0.810817049,0.014673896,0.183182288,0.189117047,0.437059143,0.000145299,0.045084367,0.053363755,0.050925598,0.192425793,0.212366354,0.139525715,0.338827137,0,0.297149831,0.232495571,0.746063992,0.005107411,0.143123663,0.121172682,0.32317853,0.000117874
ReSi2,0.13,1,ReSi2,2,"[['Re', 1], ['Si', '2']]",0.262987013,0.40138442,0.804597701,0.240740741,0.328463181,0.453803213,0.77192862,0.545865709,0.180815877,0.398855742,0.478672986,0.485915493,0.150610583,0.429423459,0.41509434,0.575539568,0.112828439,0.152426919,0.16751269,0.239520958,0.45,0.689655172,1,0.6,0.244444444,0.587859425,0.8,0.5,0.303921569,0.494095888,0.793103448,0.333333333,0.238095238,0.29040404,0.78125,0,0.121212121,0.212121212,0.176470588,0.2,0.118003484,0.330122377,0.148,0.540734487,0.077809798,0.129305631,0.11780243,0.285960083,0.599615954,0.749767327,0.879192061,0.687755102,0.529302653,0.797093028,1,0.616533624,0.432750782,0.663523194,0.927202026,0.272762192,0.027891627,0.033274091,0.036101851,0.075742068,0.50253419,0.704197812,0.474894596,0.66010446,0.53136203,0.731471467,0.879380396,0.618669657,0.203860356,0.4044945,0.348762847,0.319959651
Cs3Sb2Br9,2.3,1,Cs3Sb2Br9,3,"[['Cs', '3'], ['Sb', '2'], ['Br', '9']]",0.431818182,0.498767392,0.574712644,0.62962963,0.46948712,0.530711602,0.537345121,0.770370322,0.429988975,0.431315313,1,0.366197183,0.47761194,0.578244817,1,0.64028777,0.642967543,0.871468181,0.878172589,0.45508982,0.45,0.541871921,0.666666667,0,0.488888889,0.69020995,0.7,0.7,0.598039216,0.719407353,0.793103448,0.708333333,0.476190476,0.472943723,0.625,0.5,0.333333333,0.402597403,0.352941176,0,0.32070994,0.489819077,0.484666667,0,0.452346645,0.325064438,1,0.156056435,0.16718604,0.111094993,0.219764386,0.108530612,0.167611349,0.123363699,0.264530832,0.065492021,0.21092697,0.252289391,0.278079219,0.219905162,0.057113962,0.048036484,0.052911554,0.147389969,0.160079417,0.10511542,0.184074358,0.037565287,0.064549592,0.046977725,0.06932453,0.025088431,0.06185782,0.039033016,0.083616292,0.000740711
AgSbSe2,0.74,1,AgSbSe2,3,"[['Ag', 1], ['Sb', 1], ['Se', '2']]",0.402597403,0.497806376,0.528735632,0.611111111,0.439023532,0.529055631,0.488280193,0.766280424,0.293274531,0.346546792,0.369668246,0.429577465,0.343283582,0.469184891,0.377358491,0.64028777,0.353941267,0.322807558,0.52284264,0.299401198,0.5,0.603448276,0.833333333,0,0.444444444,0.670527157,0.6,0.7,0.529411765,0.667520273,0.689655172,0.666666667,0.476190476,0.522727273,0.625,0.5,0.303030303,0.318181818,0.294117647,0,0.360170668,0.416805292,0.295142857,0.499929647,0.099423631,0.099507928,0.083465399,0.191328286,0.303675562,0.249884778,0.30543972,0.2,0.301204649,0.304120696,0.359758369,0.197117275,0.400419204,0.503381264,0.450623983,0.524462335,0.02342045,0.011891102,0.008511242,0.147389969,0.214462764,0.160703915,0.184074358,0.104057855,0.166860746,0.140601437,0.306995937,0.044085929,0.468050161,0.396681618,1,0.003407536
Ca3N2,1.55,1,Ca3N2,2,"[['Ca', '3'], ['N', '2']]",0.061688312,0.138578532,0.172413793,0.111111111,0.140615912,0.214662231,0.128805873,0.484869221,0.126791621,0.409317532,0.507109005,0.098591549,0.130257802,0.487077535,0.572327044,0.287769784,0.13755796,0.261244609,0.385786802,0.077844311,0.15,0.24137931,0.333333333,0.2,0.111111111,0.411501597,0.4,0.3,0.137254902,0.300384123,0.379310345,0.125,0,0,0,0,0.151515152,0.2,0.235294118,0.2,0.230528415,0.471662347,0.734571429,0.301252286,0.145121449,0.301946419,0.368726889,0.031314522,0.133498306,0.222903631,0.276445815,0.025787755,0.081427001,0.204803263,0.236207909,0.011974915,0.01924613,0.061317506,0.045939591,0.000120187,0.071751743,0.057036801,0.059507767,0.581371546,0.043913628,0.07723783,0.075699502,0.002812374,0.069965167,0.140800701,0.179596242,0.004037615,0.205946757,0.418482111,0.465055196,0.000112873
InAs,0.45,1,InAs,2,"[['In', 1], ['As', 1]]",0.24025974,0.491079263,0.505747126,0.592592593,0.299674332,0.519626631,0.457741225,0.748783938,0.148842337,0.390682468,0.327014218,0.507042254,0.149253731,0.466202783,0.358490566,0.633093525,0.177743431,0.286095708,0.289340102,0.347305389,0.3,0.517241379,0.666666667,0.4,0.244444444,0.698083067,0.6,0.7,0.323529412,0.638070849,0.620689655,0.625,0.285714286,0.522727273,0.625,0.5,0.181818182,0.272727273,0.235294118,0.4,0.107627054,0.304383148,0.300952381,0.256929788,0.069575957,0.131492619,0.11780243,0.217136958,0.044280835,0.060963569,0.097117166,0,0.169597478,0.313923048,0.342675567,0.18177021,0.236221787,0.500542241,0.305028034,0.669628929,0.012668334,0.012710208,0.009007731,0.174002047,0.180118632,0.240701571,0.259486393,0.061269586,0.121161425,0.195437858,0.269768918,0.055215253,0.135886992,0.230099824,0.190605253,0.333293775
Cu3SmTe3,0.23,1,Cu3SmTe3,3,"[['Cu', '3'], ['Sm', 1], ['Te', '3']]",0.438311688,0.525675845,0.655172414,0.518518519,0.477623925,0.559511785,0.614163761,0.699498983,0.409040794,0.458637399,0.71563981,0.570422535,0.430122117,0.546719682,0.710691824,0.726618705,0.376197836,0.385661473,0.375634518,0.437125749,0.45,0.492610837,0.833333333,0.2,0.488888889,0.698083067,0.8,0.6,0.558823529,0.677336748,0.793103448,0.5,0.476190476,0.547619048,0.625,0.5,0.212121212,0.207792208,0.294117647,0,0.307455376,0.383354611,0.359428571,0.235401717,0.265129683,0.194759041,0.458531432,0.285960083,0.358030516,0.303427347,0.337160212,0.157877551,0.306291139,0.335006802,0.435722321,0.091872153,0.390033679,0.531816559,0.379182492,0.545534905,0.02437856,0.012556241,0.012979644,0.136131013,0.229630908,0.221509897,0.161556152,0.16633186,0.256260965,0.265967857,0.36515998,0.082046415,0.428378434,0.608785406,0.930224591,0.01994185
KCeSe4,1.54,1,KCeSe4,3,"[['K', 1], ['Ce', 1], ['Se', '4']]",0.334415584,0.417081018,0.609195402,0.333333333,0.379914425,0.461828092,0.569074884,0.59357887,0.406835722,0.39313445,0.739336493,0.429577465,0.510176391,0.569582505,0.748427673,0.64028777,0.414837713,0.311888136,0.583756345,0.299401198,0.45,0.66091954,0.833333333,0,0.444444444,0.642971246,0.8,0.6,0.5,0.624982217,0.793103448,0.5,0.295238095,0.354292929,0.65625,0,0.212121212,0.318181818,0.294117647,0,0.204120276,0.337790845,0.295142857,0.060644435,0.502881844,0.301530891,0.70945589,0.191328286,0.217091916,0.176662595,0.262217899,0.137510204,0.328519464,0.277110916,0.597100285,0.197117275,0.219544303,0.323891918,0.281967806,0.101840234,0.050407196,0.020613867,0.039435421,0.132036847,0.070427051,0.071355884,0.046569567,0.041783849,0.220614782,0.133136137,0.428643982,0.044085929,0.114794652,0.065634018,0.232470498,0.003407536
BaAl4Se7,3.4,1,BaAl4Se7,3,"[['Ba', 1], ['Al', '4'], ['Se', '7']]",0.308441558,0.327386175,0.586206897,0.222222222,0.362438251,0.386961497,0.556804724,0.541082778,0.373759647,0.31957499,0.786729858,0.429577465,0.413839891,0.4527833,0.817610063,0.64028777,0.333075734,0.225379955,0.568527919,0.299401198,0.45,0.632183908,0.833333333,0.2,0.422222222,0.551118211,0.8,0.5,0.450980392,0.507184521,0.793103448,0.291666667,0.285714286,0.261363636,0.625,0,0.272727273,0.333333333,0.294117647,0.2,0.237925724,0.336002682,0.295142857,0.178978472,0.326883491,0.159923455,0.638140518,0.191328286,0.279242194,0.216591123,0.24418725,0.2,0.332347461,0.319773504,0.411188509,0.197117275,0.193929202,0.288559225,0.178422861,0.315890719,0.058923724,0.032124468,0.049861692,0.145342886,0.137512178,0.110941804,0.096205443,0.104057855,0.223716661,0.18898697,0.356272219,0.044085929,0.261040373,0.279407012,0.54645984,0.003407536
K2Bi8Se13,0.59,1,K2Bi8Se13,3,"[['K', '2'], ['Bi', '8'], ['Se', '13']]",0.415584416,0.608657502,0.896551724,0.333333333,0.460660649,0.640491701,0.872155627,0.59357887,0.390297685,0.361685116,0.739336493,0.429577465,0.434192673,0.504710865,0.742138365,0.64028777,0.414219474,0.326122675,0.583756345,0.299401198,0.5,0.727136432,0.833333333,0,0.444444444,0.731629393,0.8,0.6,0.529411765,0.735381989,0.896551724,0.5,0.380952381,0.560606061,0.9375,0,0.303030303,0.383399209,0.294117647,0,0.248428387,0.366494149,0.295142857,0.060644435,0.348497324,0.165010578,0.70945589,0.191328286,0.155355643,0.154875167,0.126817293,0.137510204,0.208870829,0.24416619,0.253445183,0.197117275,0.276967914,0.462414299,0.418972689,0.101840234,0.046681216,0.013503073,0.039435421,0.060388946,0.103661319,0.105560676,0.098217708,0.041783849,0.123998881,0.115382936,0.187404774,0.044085929,0.111704953,0.04095894,0.232470498,0.003407536
Sb2Te3,0.24,1,Sb2Te3,2,"[['Sb', '2'], ['Te', '3']]",0.308441558,0.633694063,0.540229885,0.925925926,0.369577111,0.661741657,0.513995596,0.95169922,0.133406836,0.351450756,0.218009479,0.570422535,0.170963365,0.51332008,0.339622642,0.769784173,0.231839258,0.396796057,0.375634518,0.45508982,0.45,0.793103448,0.833333333,0.8,0.288888889,0.808306709,0.6,0.9,0.411764706,0.818693982,0.724137931,0.875,0.380952381,0.696969697,0.625,1,0.272727273,0.418181818,0.294117647,0.8,0.192658234,0.496132668,0.359428571,0.644435064,0.057225196,0.109185347,0.064976228,0.285960083,0.145825273,0.187639387,0.219764386,0.157877551,0.115334197,0.19539383,0.264530832,0.091872153,0.204837793,0.419283093,0.278079219,0.545534905,0.004524405,0.006062512,0.000425562,0.141248721,0.219333835,0.287773119,0.184074358,0.34712736,0.04879103,0.082144145,0.06932453,0.082046415,0.027747551,0.039660837,0.055706128,0.01994185
PbSe,0.35,1,PbSe,2,"[['Pb', 1], ['Se', 1]]",0.350649351,0.719801111,0.885057471,0.611111111,0.412729472,0.745053322,0.864320109,0.766280424,0.134509372,0.358806702,0.317535545,0.429577465,0.156037992,0.48111332,0.383647799,0.64028777,0.225656878,0.373639351,0.487309645,0.299401198,0.4,0.689655172,0.833333333,0.6,0.288888889,0.808306709,0.8,0.7,0.401960784,0.795134443,0.862068966,0.666666667,0.380952381,0.696969697,0.9375,0.5,0.242424242,0.363636364,0.294117647,0.6,0.14577495,0.382322978,0.295142857,0.478120163,0.051049815,0.101968289,0.078182779,0.191328286,0.122230531,0.171481235,0.141319419,0.2,0.154032399,0.288540115,0.284703077,0.197117275,0.289665545,0.611737311,0.488605534,0.524462335,0.006653537,0.00783868,0.008511242,0.065506653,0.051744337,0.074312841,0.045611345,0.09140217,0.093397066,0.153103908,0.208633824,0.044085929,0.036522294,0.06184384,0.081290445,0.003407536
CuP2,1.51,1,CuP2,2,"[['Cu', 1], ['P', '2']]",0.116883117,0.204055767,0.275862069,0.259259259,0.188026902,0.271622693,0.232089989,0.558379158,0.11907387,0.286064569,0.274881517,0.394366197,0.119402985,0.375745527,0.295597484,0.54676259,0.136012365,0.176901486,0.253807107,0.22754491,0.25,0.517241379,0.666666667,0.2,0.133333333,0.404153355,0.3,0.5,0.196078431,0.36320956,0.379310345,0.375,0.095238095,0.116161616,0.3125,0,0.121212121,0.242424242,0.235294118,0,0.171198465,0.480052957,0.362571429,0.520191361,0.052696583,0.089065063,0.086106709,0.17928424,0.191148787,0.211195707,0.337160212,0.129489796,0.180996051,0.253341072,0.435722321,0.112004137,0.193542588,0.318529319,0.379182492,0.213993135,0.044179486,0.043764402,0.040286545,0.328556807,0.073263371,0.069224745,0.118627827,0.008437123,0.149169866,0.163814036,0.36515998,0.020619446,0.412143099,0.465500083,0.930224591,0.00151409
RbI,5.83,1,RbI,2,"[['Rb', 1], ['I', 1]]",0.266233766,0.544896168,0.551724138,0.666666667,0.326211668,0.572540844,0.510934526,0.794475588,0.270121279,0.66040049,0.843601896,0.514084507,0.282225237,0.758449304,0.849056604,0.776978417,0.539412674,0.946909016,1,0.910179641,0.3,0.517241379,1,0,0.266666667,0.753194888,0.6,0.8,0.392156863,0.775501494,0.75862069,0.75,0.285714286,0.522727273,0.625,0.5,0.181818182,0.272727273,0.352941176,0,0.048776793,0.184146389,0.226857143,0.038412832,0.336146562,0.556314926,0.786053883,0.268754301,0.115643017,0.162141407,0.172918327,0.127346939,0.107653526,0.212907228,0.149857976,0.199009379,0.137104464,0.294318761,0.258003256,0.179106325,0.025017299,0.022711929,0.01617136,0.308085977,0.05081945,0.073114075,0.068896129,0.039574126,0.03704457,0.067179946,0.07440325,0.035285998,0.060136858,0.101830795,0.134784925,0.002934174
Fe2Te3,0.6,1,Fe2Te3,2,"[['Fe', '2'], ['Te', '3']]",0.227272727,0.499151799,0.540229885,0.462962963,0.292296126,0.538465905,0.513995596,0.666142923,0.15876516,0.396567225,0.327014218,0.570422535,0.1614654,0.496620278,0.333333333,0.726618705,0.214064915,0.370815362,0.375634518,0.386227545,0.35,0.655172414,0.833333333,0.4,0.244444444,0.720127796,0.6,0.7,0.323529412,0.677336748,0.724137931,0.5,0.247619048,0.501818182,0.625,0.3,0.181818182,0.309090909,0.294117647,0.2,0.173874624,0.465431287,0.359428571,0.539749543,0.069575957,0.124931657,0.096671949,0.285960083,0.252701058,0.308862819,0.454165416,0.157877551,0.193317772,0.297131928,0.48851545,0.091872153,0.227124977,0.45637966,0.331253391,0.545534905,0.017405653,0.014408776,0.0175899,0.141248721,0.182030065,0.249092934,0.161556152,0.272800321,0.191172358,0.255821887,0.424834942,0.082046415,0.08439202,0.116394495,0.183627712,0.01994185
Cd3P2,0.59,1,Cd3P2,2,"[['Cd', '3'], ['P', '2']]",0.178571429,0.407663059,0.494252874,0.259259259,0.245322234,0.449330414,0.44714787,0.558379158,0.136714443,0.39460564,0.3507109,0.394366197,0.13568521,0.458449304,0.371069182,0.54676259,0.173106646,0.310946806,0.375634518,0.22754491,0.25,0.379310345,0.666666667,0.2,0.2,0.631948882,0.6,0.5,0.254901961,0.535979513,0.586206897,0.375,0.19047619,0.418181818,0.625,0,0.151515152,0.2,0.235294118,0.2,0.202075286,0.482494487,0.362571429,0.692275222,0.045491972,0.100131219,0.067617538,0.17928424,0.101100946,0.150788459,0.139666394,0.129489796,0.066156141,0.155281779,0.105878847,0.112004137,0.18637885,0.449786818,0.362090794,0.213993135,0.035982328,0.026945416,0.040286545,0.170931423,0.030656916,0.055723975,0.052414718,0.008437123,0.047509598,0.096733075,0.111325546,0.020619446,0.099053669,0.201130775,0.22316711,0.00151409
NaCdAsS3,2.93,1,NaCdAsS3,4,"[['Na', 1], ['Cd', 1], ['As', 1], ['S', '3']]",0.324675325,0.25338793,0.494252874,0.185185185,0.361406218,0.314900841,0.44714787,0.523788356,0.459757442,0.322026972,0.488151659,0.316901408,0.519674355,0.427435388,0.509433962,0.532374101,0.41885626,0.242794551,0.401015228,0.221556886,0.6,0.574712644,0.833333333,0,0.488888889,0.459265176,0.6,0.4,0.470588235,0.422108408,0.586206897,0.25,0.285714286,0.174242424,0.625,0,0.363636364,0.303030303,0.294117647,0,0.563276023,0.440789027,0.351028571,0.168988321,0.236928777,0.139037726,0.374009509,0.136269787,0.153241977,0.107841085,0.139666394,0,0.205623296,0.160835138,0.126696241,0.146624171,0.315629356,0.265323924,0.362090794,0.113664288,0.115505403,0.044612249,0.0729839,0.170931423,0.224328224,0.103909043,0.259486393,0.030333467,0.112369378,0.063026671,0.111325546,0.016133207,0.150567282,0.085156978,0.22316711,0.000268016
Zn3P2,1.2,1,Zn3P2,2,"[['Zn', '3'], ['P', '2']]",0.12012987,0.262357414,0.287356322,0.259259259,0.190189034,0.31741077,0.240205547,0.558379158,0.115766262,0.33870045,0.260663507,0.394366197,0.105834464,0.37972167,0.232704403,0.54676259,0.13755796,0.233004724,0.258883249,0.22754491,0.25,0.379310345,0.666666667,0.2,0.155555556,0.499680511,0.4,0.5,0.196078431,0.394622279,0.379310345,0.375,0.095238095,0.209090909,0.3125,0,0.151515152,0.2,0.235294118,0.2,0.211845793,0.506448992,0.362571429,0.746728577,0.038287361,0.086353198,0.049128368,0.17928424,0.112723751,0.170563139,0.165157645,0.129489796,0.075267406,0.173111742,0.132048246,0.112004137,0.159050517,0.381555631,0.29688913,0.213993135,0.044392399,0.035119236,0.040286545,0.332650972,0.038425966,0.067807537,0.06448831,0.008437123,0.057130508,0.114336555,0.135347892,0.020619446,0.123771255,0.251356442,0.278987438,0.00151409
V2O5,2.54,1,V2O5,2,"[['V', '2'], ['O', '5']]",0.074675325,0.104750763,0.206896552,0.12962963,0.155690054,0.19751735,0.176616807,0.493502457,0.09261301,0.136376905,0.398104265,0.042253521,0.092265943,0.229764272,0.427672956,0.251798561,0.27202473,0.55639175,0.593908629,0.353293413,0.25,0.320197044,0.666666667,0.2,0.111111111,0.272934733,0.4,0.3,0.147058824,0.217364795,0.379310345,0.166666667,0.028571429,0.02987013,0.09375,0,0.181818182,0.350649351,0.294117647,0.2,0.223408821,0.687700915,0.650380952,0.385957507,0.065459037,0.070100758,0.167987322,0.019270475,0.258310766,0.211354975,0.552467379,0.022187755,0.20402971,0.211239797,0.586014637,0.014673896,0.105480371,0.125460599,0.251672997,0.000145299,0.057752701,0.057169829,0.050925598,0.436028659,0.130976311,0.099669597,0.212341893,0,0.222399634,0.200406725,0.559421026,0.005107411,0.031894523,0.030857842,0.071987057,0.000117874
Zn0.55Hg0.45Se,0.8,1,Zn0.55Hg0.45Se,3,"[['Zn', '0.55'], ['Hg', '0.45'], ['Se', 1]]",0.441558442,0.521351272,0.862068966,0.537037037,0.481650368,0.555749012,0.835229091,0.707488147,0.309812569,0.361381283,0.398104265,0.429577465,0.302578019,0.422962227,0.295597484,0.64028777,0.313755796,0.282142124,0.401015228,0.299401198,0.4,0.517241379,0.833333333,0.2,0.466666667,0.687060703,0.8,0.7,0.5,0.62629108,0.793103448,0.5,0.476190476,0.50530303,0.9375,0.5,0.242424242,0.272727273,0.294117647,0.2,0.448206216,0.504143294,0.358095238,0.746728577,0.074722108,0.080235101,0.049128368,0.191328286,0.160734169,0.152386932,0.165157645,0.095628571,0.140733115,0.176134426,0.132048246,0.128120657,0.466010993,0.558909795,0.588307108,0.524462335,0.027944855,0.014260044,0.013263352,0.07778915,0.082265603,0.077038036,0.06448831,0.042788268,0.094149653,0.087486286,0.135347892,0.044085929,0.132611912,0.122419831,0.278987438,0.003407536
TlSe,1.3,1,TlSe,2,"[['Tl', 1], ['Se', 1]]",0.347402597,0.713073998,0.873563218,0.611111111,0.409426826,0.738468001,0.851923638,0.766280424,0.136714443,0.363710666,0.327014218,0.429577465,0.15468114,0.478131213,0.377358491,0.64028777,0.273570325,0.461182994,0.644670051,0.299401198,0.35,0.603448276,0.833333333,0.4,0.288888889,0.808306709,0.8,0.7,0.392156863,0.775501494,0.827586207,0.666666667,0.380952381,0.696969697,0.9375,0.5,0.212121212,0.318181818,0.294117647,0.4,0.113913505,0.317226972,0.295142857,0.300548755,0.046932894,0.095407326,0.067617538,0.191328286,0.119358446,0.16740917,0.135020333,0.2,0.137328412,0.261299894,0.236725845,0.197117275,0.298383321,0.629875513,0.509404956,0.524462335,0.006759994,0.007924902,0.008511242,0.067553736,0.04866138,0.070316954,0.045611345,0.081357975,0.086155958,0.142062966,0.19055358,0.044085929,0.047851188,0.081027254,0.106874762,0.003407536
As2S3,2.36,1,As2S3,2,"[['As', '2'], ['S', '3']]",0.133116883,0.246212343,0.32183908,0.277777778,0.202645716,0.306117185,0.282154663,0.563111299,0.072767365,0.208255006,0.127962085,0.316901408,0.099050204,0.347514911,0.213836478,0.532374101,0.111282844,0.15280345,0.177664975,0.221556886,0.45,0.793103448,0.833333333,0.8,0.155555556,0.455591054,0.4,0.5,0.235294118,0.441741357,0.482758621,0.416666667,0.095238095,0.139393939,0.3125,0,0.272727273,0.418181818,0.294117647,0.8,0.219036078,0.537426851,0.351028571,0.803855354,0.022848909,0.053942045,0.022715267,0.136269787,0.03939534,0.067026012,0.086402252,0,0.06676824,0.14278314,0.077710396,0.146624171,0.135341957,0.260976013,0.234490866,0.229095144,0.03779209,0.036309096,0.035747216,0.271238485,0.170623127,0.186852999,0.259486393,0.030333467,0.01179731,0.025171642,0.025457085,0.016133207,0.051646367,0.070085732,0.11617815,0.001307411
Li2CdSnS4,3.26,1,Li2CdSnS4,4,"[['Li', '2'], ['Cd', 1], ['Sn', 1], ['S', '4']]",0.353896104,0.221994735,0.517241379,0.037037037,0.393931584,0.294194258,0.474870158,0.454256771,0.468577729,0.334286882,0.379146919,0.316901408,0.495251018,0.402833002,0.371069182,0.532374101,0.395672334,0.225379955,0.375634518,0.221556886,0.55,0.517241379,0.833333333,0,0.488888889,0.394968051,0.6,0.2,0.460784314,0.353393086,0.655172414,0,0.380952381,0.174242424,0.625,0,0.333333333,0.272727273,0.294117647,0,0.509247898,0.380958644,0.351028571,0.20332067,0.262659531,0.184144341,0.379292129,0.136269787,0.222580135,0.137934783,0.139666394,0.158514286,0.36226177,0.23998277,0.44317333,0.146624171,0.3369121,0.231603953,0.362090794,0.06250477,0.234151275,0.100688709,0.238953117,0.157625384,0.100270067,0.045442558,0.062859333,0.030333467,0.269995678,0.136730516,0.356437278,0.016133207,0.255566457,0.145439928,0.22316711,0.001307411
